"veiculo","tipo","hora_coleta","lat","lon"
"4dbd4c99-0000-0000-0000-00000007bcc6","Car","2014-10-06 14:41:57 UTC",-23.632099,-46.7059479
"4dbd4c99-0000-0000-0000-00000007e259","Car","2014-10-09 01:42:42 UTC",-23.5355957,-46.579798
"4dbd4c99-0000-0000-0000-00000006b6e5","Car","2014-10-07 20:56:50 UTC",-23.4928465,-46.5135012
"4dbd4c99-0000-0000-0000-0000000948ea","Car","2014-10-08 01:54:26 UTC",-23.5576667,-46.676675
"4dbd4c99-0000-0000-0000-00000008d4b1","Car","2014-10-05 09:53:39 UTC",-23.5606498,-46.8147053
"4dbd4c99-0000-0000-0000-00000009500b","Car","2014-10-08 17:53:17 UTC",-23.5456814,-46.5716776
"4dbd4c99-0000-0000-0000-00000008d5ff","Car","2014-10-09 03:04:41 UTC",-23.5134135,-46.4735453
"4dbd4c99-0000-0000-0000-000000095ba9","Car","2014-10-08 14:11:16 UTC",-23.4688936,-46.5684626
"4dbd4c99-0000-0000-0000-0000000673f1","Car","2014-10-08 02:13:20 UTC",-23.5456054,-46.7805823
"4dbd4c99-0000-0000-0000-0000000603e9","Car","2014-10-05 21:53:21 UTC",-23.553184,-46.7193927
"4dbd4c99-0000-0000-0000-0000000763c9","Car","2014-10-10 09:54:17 UTC",-23.564049,-46.6578606
"4dbd4c99-0000-0000-0000-00000009085a","Car","2014-10-08 05:33:43 UTC",-23.6937077,-46.6184867
"4dbd4c99-0000-0000-0000-00000007eb05","Car","2014-10-07 14:51:06 UTC",-23.5919924,-46.6901959
"4dbd4c99-0000-0000-0000-000000080581","Car","2014-10-10 12:39:28 UTC",-23.5089537,-46.7355682
"4dbd4c99-0000-0000-0000-000000093f75","Car","2014-10-08 11:27:41 UTC",-22.8798228,-47.0358219
"4dbd4c99-0000-0000-0000-000000083ca0","Car","2014-10-06 20:16:21 UTC",-23.4773769,-46.5001897
"4dbd4c99-0000-0000-0000-00000005a449","Car","2014-10-09 22:44:19 UTC",-23.5450635,-46.6531881
"4dbd4c99-0000-0000-0000-0000000840b9","Car","2014-10-08 14:36:00 UTC",-23.6472575,-46.9587855
"4dbd4c99-0000-0000-0000-000000079065","Car","2014-10-07 13:18:31 UTC",-23.5440213,-46.6478261
"4dbd4c99-0000-0000-0000-00000008e7ad","Car","2014-10-07 15:44:32 UTC",-23.5976962,-46.6770551
"4dbd4c99-0000-0000-0000-00000009545c","Car","2014-10-10 18:07:54 UTC",-23.6169083,-46.6296733
"4dbd4c99-0000-0000-0000-000000071ad1","Car","2014-10-07 23:41:06 UTC",-23.5317426,-46.6560807
"4dbd4c99-0000-0000-0000-000000084d9d","Car","2014-10-09 17:35:20 UTC",-23.6079693,-46.7409687
"3c27a63f-0000-0000-0000-1247ec38ecd5","Car","2014-10-08 22:02:42 UTC",-23.4316,-46.23149
"4dbd4c99-0000-0000-0000-000000081c02","Car","2014-10-07 11:42:49 UTC",-23.4860755,-46.8565016
"4dbd4c99-0000-0000-0000-00000008de61","Car","2014-10-07 12:24:54 UTC",-23.6253224,-46.6762554
"4dbd4c99-0000-0000-0000-000000095d88","Car","2014-10-08 01:09:52 UTC",-23.5640169,-46.5879566
"4dbd4c99-0000-0000-0000-00000007d9d5","Car","2014-10-08 17:16:19 UTC",-23.6095757,-46.5656239
"4dbd4c99-0000-0000-0000-00000008bdf5","Car","2014-10-05 11:48:10 UTC",-23.6173889,-46.7079261
"4dbd4c99-0000-0000-0000-00000000e24d","Car","2014-10-08 18:04:37 UTC",-23.5035162,-46.8792411
"4dbd4c99-0000-0000-0000-000000093d7e","Car","2014-10-08 23:07:25 UTC",-23.5234385,-46.6308007
"4dbd4c99-0000-0000-0000-0000000959a7","Car","2014-10-08 19:07:00 UTC",-23.591644,-46.6915218
"4dbd4c99-0000-0000-0000-00000008d732","Car","2014-10-08 20:08:46 UTC",-23.5459441,-46.7093141
"4dbd4c99-0000-0000-0000-000000067d51","Car","2014-10-10 13:23:42 UTC",-23.581938,-46.6142294
"4dbd4c99-0000-0000-0000-000000090a9b","Car","2014-10-07 02:41:32 UTC",-23.5611856,-46.8169754
"4dbd4c99-0000-0000-0000-00000008eaa6","Car","2014-10-08 20:11:47 UTC",-23.6489688,-46.7317829
"4dbd4c99-0000-0000-0000-00000006f5dd","Car","2014-10-06 22:08:27 UTC",-23.452378,-46.7329185
"4dbd4c99-0000-0000-0000-000000063bc5","Car","2014-10-08 01:58:55 UTC",-23.6232381,-46.6993525
"3c27a63f-0000-0000-0000-124a76734332","Car","2014-10-10 07:37:55 UTC",-23.57929,-46.59627
"4dbd4c99-0000-0000-0000-000000095a59","Car","2014-10-05 00:58:34 UTC",-23.4834899,-46.6448328
"4dbd4c99-0000-0000-0000-0000000953bb","Car","2014-10-10 16:14:44 UTC",-23.6634716,-46.6746207
"4dbd4c99-0000-0000-0000-000000095dc4","Car","2014-10-08 02:03:37 UTC",-23.6280542,-46.66102
"4dbd4c99-0000-0000-0000-00000007f2c1","Car","2014-10-08 15:01:53 UTC",-23.6337814,-46.7027943
"4dbd4c99-0000-0000-0000-00000006de45","Car","2014-10-09 21:21:17 UTC",-23.7153569,-46.5494632
"4dbd4c99-0000-0000-0000-00000007e551","Car","2014-10-07 23:24:18 UTC",-23.5735717,-46.6964099
"4dbd4c99-0000-0000-0000-0000000951db","Car","2014-10-08 17:55:38 UTC",-23.562683,-46.6868801
"4dbd4c99-0000-0000-0000-00000006b091","Car","2014-10-08 16:40:08 UTC",-23.626188,-46.6599553
"4dbd4c99-0000-0000-0000-000000094c12","Car","2014-10-08 20:07:59 UTC",-23.5099799,-46.6702581
"4dbd4c99-0000-0000-0000-00000006f015","Car","2014-10-08 19:08:54 UTC",-23.5544262,-46.6476222
"4dbd4c99-0000-0000-0000-000000060911","Car","2014-10-06 17:11:28 UTC",-23.4712559,-46.4924132
"4dbd4c99-0000-0000-0000-00000006f6ce","Car","2014-10-07 15:58:59 UTC",-23.5708105,-46.6627459
"4dbd4c99-0000-0000-0000-00000006add5","Car","2014-10-08 09:00:52 UTC",-23.6550933,-46.6798631
"4dbd4c99-0000-0000-0000-00000006da5d","Car","2014-10-10 18:13:21 UTC",-23.5575836,-46.6072579
"4dbd4c99-0000-0000-0000-00000007e926","Car","2014-10-10 13:17:33 UTC",-23.4955997,-46.852347
"4dbd4c99-0000-0000-0000-0000000941f4","Car","2014-10-05 13:30:57 UTC",-23.6148879,-46.6612857
"4dbd4c99-0000-0000-0000-000000089457","Car","2014-10-08 14:58:58 UTC",-23.5983754,-46.6737364
"4dbd4c99-0000-0000-0000-000000073a39","Car","2014-10-08 02:26:51 UTC",-23.5504681,-46.6793296
"4dbd4c99-0000-0000-0000-00000008618f","Car","2014-10-08 15:02:36 UTC",-23.6464089,-46.6451385
"4dbd4c99-0000-0000-0000-00000008b734","Car","2014-10-06 20:03:25 UTC",-23.547981,-46.7426119
"4dbd4c99-0000-0000-0000-000000074d49","Car","2014-10-10 00:29:58 UTC",-23.5711175,-46.693525
"3c27a63f-0000-0000-0000-125142ba5bf8","Car","2014-10-10 10:13:42 UTC",-23.44417,-46.91323
"4dbd4c99-0000-0000-0000-00000008b825","Car","2014-10-10 15:49:35 UTC",-23.6745224,-46.6283451
"4dbd4c99-0000-0000-0000-000000071535","Car","2014-10-06 14:44:37 UTC",-23.5600934,-46.6581624
"4dbd4c99-0000-0000-0000-00000008ce85","Car","2014-10-05 01:49:22 UTC",-23.6788518,-46.6324398
"4dbd4c99-0000-0000-0000-00000008b719","Car","2014-10-08 16:42:22 UTC",-23.5543881,-46.7173958
"4dbd4c99-0000-0000-0000-00000005dc39","Car","2014-10-07 23:18:34 UTC",-23.6204901,-46.7004257
"4dbd4c99-0000-0000-0000-0000000957c7","Car","2014-10-09 17:00:55 UTC",-23.573293,-46.6497936
"4dbd4c99-0000-0000-0000-00000009104f","Car","2014-10-10 12:32:47 UTC",-23.4506721,-46.5251348
"4dbd4c99-0000-0000-0000-000000091fd9","Car","2014-10-09 01:54:48 UTC",-23.5305385,-46.5559536
"4dbd4c99-0000-0000-0000-0000000945c9","Car","2014-10-08 10:01:57 UTC",-23.5714678,-46.706367
"4dbd4c99-0000-0000-0000-0000000747ed","Car","2014-10-08 12:47:57 UTC",-23.5952068,-46.6909449
"4dbd4c99-0000-0000-0000-00000008b035","Car","2014-10-09 15:37:52 UTC",-23.53849,-46.4535317
"4dbd4c99-0000-0000-0000-00000008e701","Car","2014-10-06 13:18:28 UTC",-23.5624363,-46.6554815
"4dbd4c99-0000-0000-0000-00000005fc05","Car","2014-10-07 18:42:44 UTC",-23.587605,-46.6833283
"4dbd4c99-0000-0000-0000-0000000696dd","Car","2014-10-07 19:17:41 UTC",-23.5879695,-46.6864669
"4dbd4c99-0000-0000-0000-000000078679","Car","2014-10-10 18:13:55 UTC",-23.6384376,-46.607912
"4dbd4c99-0000-0000-0000-0000000800f9","Car","2014-10-07 08:26:55 UTC",-23.4775321,-46.6333635
"4dbd4c99-0000-0000-0000-0000000556a1","Car","2014-10-07 23:52:59 UTC",-23.5098764,-46.6639762
"4dbd4c99-0000-0000-0000-000000095c95","Car","2014-10-10 12:11:15 UTC",-23.6501829,-46.7265676
"4dbd4c99-0000-0000-0000-00000009049c","Car","2014-10-10 03:29:28 UTC",-23.5021782,-46.5932045
"4dbd4c99-0000-0000-0000-00000008cf8c","Car","2014-10-06 14:25:28 UTC",-23.6153458,-46.6797957
"4dbd4c99-0000-0000-0000-000000094303","Car","2014-10-09 08:59:33 UTC",-23.601354,-46.6460363
"4dbd4c99-0000-0000-0000-0000000807ee","Car","2014-10-06 13:22:30 UTC",-23.5277297,-46.6023199
"3c27a63f-0000-0000-0000-124ccaac1cf4","Car","2014-10-10 15:19:09 UTC",-23.21452,-45.89156
"4dbd4c99-0000-0000-0000-00000006fd35","Car","2014-10-09 16:46:25 UTC",-23.4449053,-46.7326391
"4dbd4c99-0000-0000-0000-000000064ca5","Car","2014-10-09 13:25:15 UTC",-23.5804017,-46.6782417
"4dbd4c99-0000-0000-0000-0000000755a5","Car","2014-10-10 00:21:56 UTC",-23.649414,-46.728567
"4dbd4c99-0000-0000-0000-00000005d4b9","Car","2014-10-08 18:26:30 UTC",-23.5826273,-46.6189744
"4dbd4c99-0000-0000-0000-000000095154","Car","2014-10-07 16:13:00 UTC",-23.6494032,-46.7180902
"4dbd4c99-0000-0000-0000-00000005149d","Car","2014-10-09 20:13:28 UTC",-23.5801508,-46.6780794
"4dbd4c99-0000-0000-0000-0000000777c9","Car","2014-10-08 12:24:53 UTC",-23.5510229,-46.7248032
"4dbd4c99-0000-0000-0000-0000000714ea","Car","2014-10-08 11:00:21 UTC",-23.5681126,-46.5108012
"4dbd4c99-0000-0000-0000-00000006666d","Car","2014-10-08 10:39:51 UTC",-23.6886884,-46.7010384
"4dbd4c99-0000-0000-0000-0000000573c5","Car","2014-10-08 01:40:48 UTC",-23.5228843,-46.6795028
"4dbd4c99-0000-0000-0000-00000000057b","Car","2014-10-05 13:31:30 UTC",-23.5384242,-46.5640958
"4dbd4c99-0000-0000-0000-00000007e989","Car","2014-10-08 18:29:54 UTC",-23.5012877,-46.8392248
"4dbd4c99-0000-0000-0000-00000008c13d","Car","2014-10-10 00:11:28 UTC",-23.598336,-46.6398429
"4dbd4c99-0000-0000-0000-00000007e0f5","Car","2014-10-10 06:21:25 UTC",-23.425699,-46.482725
"4dbd4c99-0000-0000-0000-00000006760d","Car","2014-10-09 21:32:35 UTC",-23.6091776,-46.6765573
"4dbd4c99-0000-0000-0000-00000005ad81","Car","2014-10-09 16:02:31 UTC",-23.5996647,-46.6718149
"4dbd4c99-0000-0000-0000-00000006aa79","Car","2014-10-08 13:18:42 UTC",-23.6359129,-46.6927103
"4dbd4c99-0000-0000-0000-0000000950f0","Car","2014-10-07 16:00:38 UTC",-23.5677216,-46.6335358
"4dbd4c99-0000-0000-0000-00000005a629","Car","2014-10-09 12:17:32 UTC",-23.5860861,-46.6826037
"4dbd4c99-0000-0000-0000-000000089721","Car","2014-10-07 23:51:35 UTC",-23.5902077,-46.6803414
"4dbd4c99-0000-0000-0000-0000000789e9","Car","2014-10-09 22:27:58 UTC",-23.6271291,-46.6390169
"4dbd4c99-0000-0000-0000-000000078d81","Car","2014-10-08 13:29:37 UTC",-23.5615033,-46.5764333
"4dbd4c99-0000-0000-0000-0000000949a4","Car","2014-10-08 05:11:29 UTC",-23.626672,-46.7842235
"4dbd4c99-0000-0000-0000-0000000746f5","Car","2014-10-10 16:23:01 UTC",-23.549703,-46.6595272
"4dbd4c99-0000-0000-0000-000000090c32","Car","2014-10-08 13:01:15 UTC",-23.5521545,-46.627708
"4dbd4c99-0000-0000-0000-0000000820c5","Car","2014-10-08 11:51:52 UTC",-23.5570774,-46.6406052
"4dbd4c99-0000-0000-0000-00000007cf4a","Car","2014-10-10 16:02:47 UTC",-23.6098578,-46.6756027
"4dbd4c99-0000-0000-0000-000000064fc5","Car","2014-10-09 22:55:01 UTC",-23.5295687,-46.6608599
"4dbd4c99-0000-0000-0000-00000008c99a","Car","2014-10-09 15:43:10 UTC",-23.424567,-46.4344535
"4dbd4c99-0000-0000-0000-00000000e211","Car","2014-10-08 01:43:36 UTC",-23.4999582,-46.8439488
"4dbd4c99-0000-0000-0000-00000005d635","Car","2014-10-09 22:56:52 UTC",-23.4833758,-46.6952203
"4dbd4c99-0000-0000-0000-00000007b4e1","Car","2014-10-10 12:18:55 UTC",-23.6112793,-46.6949494
"4dbd4c99-0000-0000-0000-00000008c936","Car","2014-10-09 00:32:13 UTC",-23.5489964,-46.6427102
"4dbd4c99-0000-0000-0000-000000068409","Car","2014-10-07 15:47:41 UTC",-23.6253062,-46.6691325
"4dbd4c99-0000-0000-0000-0000000938ad","Car","2014-10-08 15:03:42 UTC",-23.611875,-46.6848733
"4dbd4c99-0000-0000-0000-00000008d26f","Car","2014-10-06 17:04:27 UTC",-23.5115984,-46.7114672
"4dbd4c99-0000-0000-0000-00000007a094","Car","2014-10-08 00:43:47 UTC",-23.5394039,-46.8004717
"4dbd4c99-0000-0000-0000-00000008853f","Car","2014-10-07 17:16:16 UTC",-23.5413364,-46.6418875
"4dbd4c99-0000-0000-0000-00000009585e","Car","2014-10-09 14:31:12 UTC",-23.5598571,-46.6637614
"4dbd4c99-0000-0000-0000-00000006c045","Car","2014-10-09 15:21:55 UTC",-23.5308683,-46.6774883
"4dbd4c99-0000-0000-0000-00000007a825","Car","2014-10-09 15:02:53 UTC",-23.5040989,-46.7280532
"4dbd4c99-0000-0000-0000-00000009413a","Car","2014-10-06 01:46:58 UTC",-23.5708714,-46.8171098
"4dbd4c99-0000-0000-0000-00000008358f","Car","2014-10-10 05:18:41 UTC",-23.6123833,-46.7656917
"4dbd4c99-0000-0000-0000-000000077f9d","Car","2014-10-07 23:57:49 UTC",-23.5691329,-46.6921126
"4dbd4c99-0000-0000-0000-000000029051","Car","2014-10-08 23:04:01 UTC",-23.5456408,-46.733794
"4dbd4c99-0000-0000-0000-00000005ac2d","Car","2014-10-08 23:51:27 UTC",-23.6190961,-46.6979394
"4dbd4c99-0000-0000-0000-0000000804a5","Car","2014-10-08 20:29:12 UTC",-23.6171947,-46.7575965
"4dbd4c99-0000-0000-0000-000000005f3e","Car","2014-10-08 17:23:53 UTC",-23.4752902,-46.6676833
"4dbd4c99-0000-0000-0000-00000007c1d9","Car","2014-10-09 07:03:52 UTC",-23.5732967,-46.6950724
"4dbd4c99-0000-0000-0000-0000000950a2","Car","2014-10-10 13:48:50 UTC",-23.5136077,-46.5415446
"4dbd4c99-0000-0000-0000-00000008ea0d","Car","2014-10-08 22:47:45 UTC",-23.5783256,-46.645908
"4dbd4c99-0000-0000-0000-00000005f679","Car","2014-10-09 20:18:28 UTC",-23.627728,-46.6596398
"4dbd4c99-0000-0000-0000-00000009379e","Car","2014-10-08 19:34:44 UTC",-23.5493167,-46.6422652
"4dbd4c99-0000-0000-0000-000000065d21","Car","2014-10-09 12:07:15 UTC",-23.492236,-46.6332366
"4dbd4c99-0000-0000-0000-00000007a84d","Car","2014-10-08 13:55:47 UTC",-23.5575911,-46.6454612
"4dbd4c99-0000-0000-0000-00000009576e","Car","2014-10-09 11:33:58 UTC",-23.5428434,-46.5649899
"4dbd4c99-0000-0000-0000-0000000775fd","Car","2014-10-09 17:44:16 UTC",-23.7331933,-46.708405
"4dbd4c99-0000-0000-0000-000000071535","Car","2014-10-09 21:05:43 UTC",-23.5350632,-46.677214
"4dbd4c99-0000-0000-0000-00000008d282","Car","2014-10-06 12:40:24 UTC",-23.52921,-46.5705083
"4dbd4c99-0000-0000-0000-00000008c44a","Car","2014-10-07 16:32:14 UTC",-23.5090796,-46.6163457
"4dbd4c99-0000-0000-0000-000000094aba","Car","2014-10-10 09:10:22 UTC",-23.602931,-46.6948109
"4dbd4c99-0000-0000-0000-0000000579f1","Car","2014-10-09 14:47:59 UTC",-23.5199125,-46.6167227
"4dbd4c99-0000-0000-0000-000000093dc4","Car","2014-10-05 17:04:11 UTC",-23.5774821,-46.673999
"4dbd4c99-0000-0000-0000-000000089bbd","Car","2014-10-09 00:29:19 UTC",-23.5850846,-46.6351084
"4dbd4c99-0000-0000-0000-000000090319","Car","2014-10-07 11:26:59 UTC",-23.4711873,-46.5373615
"4dbd4c99-0000-0000-0000-000000066569","Car","2014-10-06 23:43:39 UTC",-23.6034673,-46.6623125
"4dbd4c99-0000-0000-0000-00000008fbd6","Car","2014-10-05 12:08:24 UTC",-23.5610162,-46.4912687
"4dbd4c99-0000-0000-0000-0000000714ea","Car","2014-10-06 18:20:16 UTC",-23.5605023,-46.658408
"4dbd4c99-0000-0000-0000-00000005c375","Car","2014-10-08 16:08:23 UTC",-23.5346819,-46.7333324
"4dbd4c99-0000-0000-0000-000000095b02","Car","2014-10-07 02:41:46 UTC",-23.5746243,-46.6405226
"4dbd4c99-0000-0000-0000-0000000714fc","Car","2014-10-06 12:07:20 UTC",-23.6070808,-46.6971464
"4dbd4c99-0000-0000-0000-00000008d5f8","Car","2014-10-08 22:22:27 UTC",-23.5528417,-46.7811417
"4dbd4c99-0000-0000-0000-000000088d73","Car","2014-10-08 10:20:13 UTC",-23.6141767,-46.67827
"4dbd4c99-0000-0000-0000-000000068981","Car","2014-10-05 00:49:58 UTC",-23.5348688,-46.4739051
"4dbd4c99-0000-0000-0000-000000067ad1","Car","2014-10-09 21:06:52 UTC",-23.598431,-46.6846348
"4dbd4c99-0000-0000-0000-000000071541","Car","2014-10-10 16:42:15 UTC",-23.5487599,-46.6472995
"4dbd4c99-0000-0000-0000-000000091bf7","Car","2014-10-06 17:16:20 UTC",-23.5607113,-46.6645158
"4dbd4c99-0000-0000-0000-00000006021d","Car","2014-10-10 01:00:37 UTC",-23.4615077,-46.516211
"4dbd4c99-0000-0000-0000-000000069791","Car","2014-10-08 23:09:18 UTC",-23.5648173,-46.664947
"4dbd4c99-0000-0000-0000-000000072409","Car","2014-10-07 15:53:46 UTC",-23.6931665,-46.6776216
"4dbd4c99-0000-0000-0000-000000088051","Car","2014-10-08 18:44:27 UTC",-23.7330464,-46.7127403
"4dbd4c99-0000-0000-0000-000000086cc9","Car","2014-10-09 20:58:18 UTC",-23.528692,-46.5971862
"4dbd4c99-0000-0000-0000-000000078396","Car","2014-10-07 21:20:35 UTC",-23.6212779,-46.6901635
"4dbd4c99-0000-0000-0000-00000008dd9b","Car","2014-10-08 09:04:27 UTC",-23.4244511,-46.490585
"4dbd4c99-0000-0000-0000-00000006e1c9","Car","2014-10-07 19:08:00 UTC",-23.4724197,-46.5037495
"4dbd4c99-0000-0000-0000-00000005d47d","Car","2014-10-09 20:40:18 UTC",-23.5428345,-46.4152482
"4dbd4c99-0000-0000-0000-00000007f861","Car","2014-10-09 11:45:51 UTC",-23.5174692,-46.6552398
"4dbd4c99-0000-0000-0000-00000008e4a2","Car","2014-10-07 16:41:37 UTC",-23.5353211,-46.7638184
"4dbd4c99-0000-0000-0000-00000007df89","Car","2014-10-07 16:56:32 UTC",-23.425754,-46.483163
"4dbd4c99-0000-0000-0000-000000095f5a","Car","2014-10-10 16:10:53 UTC",-23.5702918,-46.6506263
"4dbd4c99-0000-0000-0000-00000000b486","Car","2014-10-07 02:27:56 UTC",-23.4589726,-46.6554557
"4dbd4c99-0000-0000-0000-00000007ba31","Car","2014-10-09 20:43:02 UTC",-23.56608,-46.654685
"4dbd4c99-0000-0000-0000-000000094eae","Car","2014-10-09 13:32:27 UTC",-23.5532287,-46.7144084
"4dbd4c99-0000-0000-0000-000000094a98","Car","2014-10-08 12:14:32 UTC",-23.5750933,-46.7070667
"4dbd4c99-0000-0000-0000-0000000913fa","Car","2014-10-09 12:40:59 UTC",-23.5731466,-46.6546919
"4dbd4c99-0000-0000-0000-000000078396","Car","2014-10-08 10:34:21 UTC",-23.6284984,-46.8022285
"4dbd4c99-0000-0000-0000-00000007daf0","Car","2014-10-10 01:58:44 UTC",-23.42579,-46.483279
"4dbd4c99-0000-0000-0000-00000008aefe","Car","2014-10-06 22:11:36 UTC",-23.5528425,-46.6172714
"4dbd4c99-0000-0000-0000-0000000818a7","Car","2014-10-05 21:52:55 UTC",-23.5425618,-46.6512149
"4dbd4c99-0000-0000-0000-00000007a272","Car","2014-10-06 12:26:33 UTC",-23.6559797,-46.7453533
"4dbd4c99-0000-0000-0000-000000079dc1","Car","2014-10-09 01:19:09 UTC",-23.6225883,-46.6991547
"4dbd4c99-0000-0000-0000-000000092239","Car","2014-10-06 11:02:36 UTC",-23.6477994,-46.624306
"4dbd4c99-0000-0000-0000-000000095ea4","Car","2014-10-08 11:40:42 UTC",-23.6202939,-46.6616891
"4dbd4c99-0000-0000-0000-00000006e13d","Car","2014-10-05 14:10:58 UTC",-23.6076827,-46.4942133
"4dbd4c99-0000-0000-0000-00000008227d","Car","2014-10-09 09:48:32 UTC",-23.5936645,-46.6695074
"4dbd4c99-0000-0000-0000-000000068bc5","Car","2014-10-08 13:14:29 UTC",-23.5208089,-46.5570325
"4dbd4c99-0000-0000-0000-000000074d86","Car","2014-10-09 12:25:43 UTC",-23.5495707,-46.6872408
"4dbd4c99-0000-0000-0000-00000008d721","Car","2014-10-07 16:00:25 UTC",-23.5483036,-46.7367729
"4dbd4c99-0000-0000-0000-000000081e59","Car","2014-10-08 14:48:15 UTC",-23.4279724,-46.5346753
"4dbd4c99-0000-0000-0000-00000007b1c1","Car","2014-10-07 02:26:30 UTC",-23.6730411,-46.6904787
"4dbd4c99-0000-0000-0000-00000006332d","Car","2014-10-08 06:54:55 UTC",-23.6334897,-46.7287232
"4dbd4c99-0000-0000-0000-000000067c75","Car","2014-10-10 02:46:39 UTC",-23.4470813,-46.409052
